app_name,release_date,developer,item_id,price
Lucid9: Inciting Incident,2016,Fallen Snow Studios,439940.0,0.0
Roll'd,2016,MGP Studios,461010.0,0.99
Code of Princess,2016,Studio Saizensen,408640.0,14.99
Астролорды: Передовик производства,2016,Aratog LLC,461090.0,15.99
Champions of Breakfast - OST,2016,Pirate Software,462550.0,0.99
"States, Firms, & Households",2016,DMD 'Ware,458820.0,5.99
TANE DLC: Newcastle Shunter,2016,N3V Games,457610.0,7.99
Massive,2016,Rootify,461400.0,2.99
METAL SLUG 2,2016,"SNK CORPORATION,DotEmu",366260.0,6.99
Return of the Giants,2016,MuHa Games,452890.0,-10.0
Aurora Dusk Demo,2016,Sylvain Harlaut,397170.0,-10.0
Princess.Loot.Pixel.Again,2016,IndieMax,414290.0,4.99
Grenade Madness,2016,Touch Orchestra,432480.0,9.99
Nomad - Premium,2016,Diminished Studios,431430.0,4.99
Fantasy Grounds - 5E: Book of Lost Spells (Fifth Edition),2016,"SmiteWorks USA, LLC",462740.0,19.99
Newcomer Set,2016,"Team NINJA,KOEI TECMO GAMES CO., LTD.",460030.0,18.99
The Average Everyday Adventures of Samantha Browne,2016,Lemonsucker Games,445130.0,0.0
Pang Adventures,2016,DotEmu,415150.0,9.99
Imperia Online,2016,Imperia Online LTD,424780.0,0.0
SAMOLIOTIK - SOUNDTRACK,2016,Itanimulli Games,459240.0,0.99
Gahkthun of the Golden Lightning Steam Edition,2016,Liar-soft,458380.0,39.99
Planetoid Pioneers,2016,Data Realms,300260.0,9.99
"Microcosmum: survival of cells - Campaign  ""New life""",2016,Alexander Byzov,461200.0,4.99
Spaceport Hope - Soundtrack,2016,team BitClub,458400.0,0.99
Spaceport Hope,2016,team BitClub,394540.0,1.99
Combat Racers,2016,The Major Game Company,444870.0,6.99
Rocksmith® 2014 – 80s Mix Song Pack,2016,Ubisoft - San Francisco,436607.0,7.99
Dying Light- Crash Test Skin Pack,2016,Techland,435111.0,1.99
LOUD on Planet X,2016,Pop Sandbox,365200.0,7.99
Muddy Heights® 2,2016,"Rageborn Studio, LLC",463850.0,2.99
FrightShow Fighter,2016,3 Fright,455830.0,9.99
Nomad Fleet,2015,Autarca,371010.0,9.99
The Banner Saga 2 - Soundtrack,2016,Stoic,425440.0,7.99
Train Simulator: Union Pacific DD35 Add-On,2016,Digital Train Model,376934.0,19.99
ARCADE GAME SERIES: PAC-MAN,2016,BANDAI NAMCO Studios Inc.,394160.0,3.99
Pterodactyl Edition,2016,Kut Stupid,463990.0,-10.0
Unveil,2016,Particle Studios,375210.0,14.99
ARCADE GAME SERIES: DIG DUG,2016,BANDAI NAMCO Studios Inc.,403400.0,3.99
ARCADE GAME SERIES: Ms. PAC-MAN,2016,BANDAI NAMCO Studios Inc.,403410.0,3.99
ARCADE GAME SERIES: GALAGA,2016,BANDAI NAMCO Studios Inc.,403430.0,3.99
Trainz Route: Mojave Sub Division,2016,N3V Games,454800.0,29.99
Melty Blood Actress Again Current Code,2016,FRENCH-BREAD,411370.0,24.99
One Way Flight,2016,SiBear,463010.0,2.99
Mahjong Deluxe 3,2016,EnsenaSoft,462220.0,4.99
Gems of the Aztecs,2016,Wellore,429280.0,4.99
Crown and Council,2017,Mojang,444250.0,0.0
Klabi,2016,Mystic Games,461140.0,9.99
Jalopy,2016,Minskworks,446020.0,14.99
Save the Dodos! Soundtrack,2016,3DDUO,455030.0,1.99
C14 Dating,2016,Winter Wolves,451640.0,19.99
Link,2016,Brainwashing Games,454030.0,4.99
Action Legion - Soundtrack,2016,Aeonic Entertainment,464640.0,1.99
C14 Dating Wallpapers and Official Soundtrack,2016,Winter Wolves,451680.0,4.99
The Sea Eternal,2016,Choice of Games,463320.0,6.99
Save the Dodos,2016,3DDUO,428830.0,2.99
Best of Us,2016,Hosted Games,464380.0,3.99
FSX: Steam Edition - JU87 D.5/G.2 Stuka Add-On,2016,Military Visualizations,433744.0,24.99
The Hunger Games: Mockingjay - Part 2,2016,,453440.0,13.99
Puzzle Box - Soundtrack OST,2016,BplusGames,464860.0,4.99
8-Bit Armies,2016,Petroglyph,427250.0,14.99
Deck the Halls,2011,,427390.0,3.99
Natural Born Pranksters,2015,,462460.0,4.99
8-Bit Armies - Soundtrack,2016,Petroglyph,462170.0,3.99
Return of the Living Dead 3,2001,,427350.0,3.99
Leprechaun 2,1995,,427300.0,3.99
Russkies,1987,,427360.0,3.99
Two Family House,2000,,427370.0,3.99
Leprechaun 4: Lost in Space,2004,,427320.0,3.99
Leprechaun,1993,,421370.0,3.99
Leprechaun 3,2001,,427310.0,3.99
Sicario,2016,,453450.0,3.99
The Hunger Games: Catching Fire,2013,,416560.0,3.99
The Hunger Games,2012,,416520.0,3.99
Ender's Game,2013,,417590.0,3.99
Divergent,2014,,417610.0,3.99
Twilight,2009,,426500.0,3.99
The Twilight Saga: Breaking Dawn Part 1,2012,,426530.0,3.99
The Last Witch Hunter,2016,,453920.0,3.99
The Twilight Saga: Breaking Dawn Part 2,2013,,426540.0,3.99
Dredd,2013,,426420.0,3.99
The Twilight Saga: Eclipse,2010,,426520.0,3.99
The Twilight Saga: New Moon,2010,,426510.0,3.99
The Expendables 2,2012,,417640.0,3.99
The Expendables,2010,,417630.0,3.99
Saw 2,2006,,441170.0,3.99
Saw,2005,,441160.0,3.99
Saw 4,2008,,421460.0,3.99
Saw 5,2009,,421470.0,3.99
Saw: The Final Chapter,2011,,421490.0,3.99
Saw 6,2010,,421480.0,3.99
Saw 3,2007,,421450.0,3.99
Now You See Me,2013,,417580.0,3.99
Kill Bill: Volume 1,2004,,426470.0,3.99
Kill Bill: Volume 2,2005,,426480.0,3.99
Pulp Fiction,1994,,417560.0,3.99
Evil Dead 2,1987,,426440.0,3.99
Red,2010,,417670.0,3.99
Raw Deal,1998,,441150.0,3.99
Apocalypse Now Redux,2010,,437240.0,3.99
"House of 1,000 Corpses",2003,,441100.0,3.99
Hostel,2006,,441090.0,3.99
The Devil's Rejects,2005,,441180.0,3.99
Waiting,2006,,441200.0,3.99
Cyborg 2,1993,,441080.0,3.99
The Wash,2002,,441210.0,3.99
Crank,2007,,426350.0,3.99
Cougars Inc.,2011,,437260.0,3.99
Sundown: The Vampire in Retreat,1991,,426450.0,3.99
Octane,2009,,441140.0,3.99
Vampire,2013,,441190.0,3.99
Battle of Empires : 1914-1918 - Real War,2016,Great War Team,410810.0,0.0
Leprechaun: Back 2 Tha Hood,2003,,441120.0,3.99
Wayward,2016,Unlok,379210.0,7.99
Chasing Amy,1998,,421240.0,3.99
Drusilla Dreams,2016,Seraphim Creations,458060.0,0.99
Moonchild - Super Savefiles,2016,Aldorlea Games,464130.0,0.99
Moonchild,2016,Aldorlea Games,332410.0,9.99
REDCON,2016,Hexage,449710.0,5.99
Strategy & Tactics: Wargame Collection,2016,HeroCraft,338130.0,9.99
CONTASION 2,2015,Alex Woodcock,428940.0,6.99
CTU: Counter Terrorism Unit,2016,Odin Game Studio,397320.0,14.99
Grizzly Valley,2016,The_Kiddy,461520.0,4.99
Mini Metal,2016,Luandun Games Pte. Ltd.,454420.0,9.99
One Thousand Lies,2016,Keinart Lobre,463390.0,0.0
Boss Monster: Tools of Hero-Kind,2016,Plain Concepts Corp,363250.0,2.99
RaceRoom - Nürburgring Legends,2016,Sector3 Studios,455270.0,16.99
Death by Game Show - The Soundtrack,2016,Oointah,464180.0,2.99
RaceRoom - WTCC 2015 Season Pack,2016,Sector3 Studios,455280.0,34.99
Colours of Magic: Aqua Teeter,2016,RunServer,464230.0,0.99
So Long Earth Soundtrack,2016,Érico Temponi,463310.0,1.99
Strike Force: Desert Thunder,2016,West Forest Games,444210.0,-10.0
Demons with Shotguns,2016,"MindShaft Games, LLC",370940.0,9.99
Corpse Party,2016,GrisGris,251270.0,14.99
Ticket to Ride - Nordic countries,2016,Days of Wonder,350271.0,4.99
Otem's Defiance,2016,HyperBerry Games,434490.0,6.99
Hyperdevotion Noire: Ultimate Resta Set,2016,"Idea Factory,Compile Heart,Sting",426926.0,0.99
Hyperdevotion Noire: Ultimate Estelle Set,2016,"Idea Factory,Compile Heart,Sting",426927.0,0.99
Hyperdevotion Noire: Ultimate Ein Al Set,2016,"Idea Factory,Compile Heart,Sting",426928.0,0.99
Hyperdevotion Noire: Histoire's Value Set,2016,"Idea Factory,Compile Heart,Sting",426929.0,0.99
Hyperdevotion Noire: Ultimate Poona Set,2016,"Idea Factory,Compile Heart,Sting",426990.0,0.99
Hyperdevotion Noire: Ultimate Ryuka Set,2016,"Idea Factory,Compile Heart,Sting",426993.0,0.99
Hyperdevotion Noire: Ultimate Blossom Aizen Set,2016,"Idea Factory,Compile Heart,Sting",426994.0,0.99
Hyperdevotion Noire: Ultimate Moru Set,2016,"Idea Factory,Compile Heart,Sting",426991.0,0.99
Hyperdevotion Noire: Ultimate Tsunemi Set,2016,"Idea Factory,Compile Heart,Sting",426995.0,0.99
Hyperdevotion Noire: Ultimate Ai Masujima Set,2016,"Idea Factory,Compile Heart,Sting",426992.0,0.99
Hyperdevotion Noire: Ultimate Lady Wac Set,2016,"Idea Factory,Compile Heart,Sting",426998.0,0.99
Hyperdevotion Noire: Ultimate Disc,2016,"Idea Factory,Compile Heart,Sting",426996.0,0.99
Hyperdevotion Noire: Ultimate Wyn Set,2016,"Idea Factory,Compile Heart,Sting",426997.0,0.99
Hyperdevotion Noire: Ultimate Generia G Set,2016,"Idea Factory,Compile Heart,Sting",426999.0,0.99
Hyperdevotion Noire: Ultimate Vio Set,2016,"Idea Factory,Compile Heart,Sting",427001.0,0.99
Hyperdevotion Noire: Ultimate Saori Set,2016,"Idea Factory,Compile Heart,Sting",427000.0,0.99
Caveman World: Mountains of Unga Boonga,2016,GrabTheGames Studios,462960.0,1.99
Ghoul Kid,2016,Specter Game Studios,461750.0,0.0
Khaaneph Fleet Pack,2016,Blackbird Interactive,433242.0,6.99
Steel Ocean - The New Captain Package,2016,ICE Entertainment,430120.0,9.99
Steel Ocean - Growth Package,2016,ICE Entertainment,460240.0,44.99
Dashy Square,2016,"Kastriot Sulejmani,Logan Gerrol",461230.0,2.99
Amaranthine - Original Soundtrack,2016,Roman Kozhukhov,465530.0,0.99
Cornerstone: The Song of Tyrim,2016,Overflow,284410.0,19.99
Endorlight,2016,Unika Games,428430.0,2.99
HITMAN™: Episode 2 - Sapienza,2016,"Io-Interactive A/S,Feral Interactive (Linux),Feral Interactive (Mac)",439890.0,-10.0
Big Pharma: Marketing and Malpractice,2016,Twice Circled,458640.0,5.99
Fantasy Grounds - 5E: Primeval Thule Campaign Setting,2016,"SmiteWorks USA, LLC",466250.0,19.99
King's Quest - Chapter 3: Once Upon a Climb,2016,The Odd Gentlemen,360280.0,9.99
Rocksmith® 2014 – Crobot - “Nowhere to Hide”,2016,Ubisoft - San Francisco,436608.0,2.99
Rocksmith® 2014 – Crobot - “Legend of the Spaceborne Killer”,2016,Ubisoft - San Francisco,436609.0,2.99
Rocksmith® 2014 – Crobot - “Fly on the Wall”,2016,Ubisoft - San Francisco,436610.0,2.99
Rocksmith® 2014 – Crobot Song Pack,2016,Ubisoft - San Francisco,436611.0,7.99
Hyperdevotion Noire: Ultimate Noire Set,2016,"Idea Factory,Compile Heart,Sting",426920.0,0.99
Hyperdevotion Noire: Goddess Black Heart (Neptunia),2016,"Idea Factory,Compile Heart,Sting",415480.0,29.99
Hyperdevotion Noire: Ultimate Blanc Set,2016,"Idea Factory,Compile Heart,Sting",426922.0,0.99
Hyperdevotion Noire: Ultimate Neptune Set,2016,"Idea Factory,Compile Heart,Sting",426921.0,0.99
Hyperdevotion Noire: Ultimate Vert Set,2016,"Idea Factory,Compile Heart,Sting",426923.0,0.99
Hyperdevotion Noire: Ultimate Lee-Fi Set,2016,"Idea Factory,Compile Heart,Sting",426924.0,0.99
One Thousand Lies Soundtrack,2016,Keinart Lobre,464810.0,0.0
Depth - Specimen 7 Tiger Skin,2016,Digital Confectioners,456050.0,5.99
Kindred Spirits on the Roof Drama CD Vol.1,2016,,463750.0,9.99
The Panic Room,2016,NIKITA ONLINE,436160.0,0.0
Hyperdevotion Noire: Ultimate Lid Set,2016,"Idea Factory,Compile Heart,Sting",426925.0,0.99
The East New World,2016,TEN10 Games,462950.0,4.99
Wailing Heights,2016,Outsider Games,443650.0,9.99
Wailing Heights - Original Soundtrack and PDF Comic Artbook,2016,Outsider Games,465210.0,4.99
Epistory - Original Soundtrack,2016,Fishing Cactus,458530.0,4.99
Ori and the Blind Forest: Definitive Edition,2016,Moon Studios GmbH,387290.0,19.99
Ori and the Blind Forest (Original Soundtrack),2016,Moon Studios GmbH,465980.0,9.99
Ori and the Blind Forest (Additional Soundtrack),2016,Moon Studios GmbH,466390.0,0.0
Rot Gut - OST,2016,Shotgun Surgeon,465691.0,1.99
Awesomenauts - 8-Bit Yoolip Skin,2016,Ronimo Games,387984.0,7.99
The Orphan Dreams,2016,Tayfun Tuna,456440.0,3.99
Townopolis,2008,Lonely Troops,462730.0,3.99
The Orphan Dreams Soundtrack,2016,Tayfun Tuna,463200.0,0.99
Snooker Nation Championship,2016,Cherry Pop Games,458830.0,4.99
Emerge: Cities of the Apocalypse,2016,vdweller,457600.0,7.99
PICO PARK,2016,TECOPARK,461040.0,4.99
Block N Load Theme Music,2015,Jagex,367890.0,2.99
Awesomenauts - Skree Announcer,2016,Ronimo Games,399836.0,4.49
Abandoned Knight,2016,Daniil Hasanov,444790.0,2.99
NORTH,2016,Outlands,461890.0,1.99
State of Anarchy,2016,Lapovich,463210.0,0.99
Falling Stars: War of Empires,2016,Riveted Games,439960.0,19.99
Root Double -Before Crime * After Days- Xtend Edition,2016,"Yeti,Regista",438130.0,34.99
BASEBALL STARS 2,2016,"SNK CORPORATION,DotEmu",366230.0,7.99
Magma Chamber,2016,IndieKeep Games,463240.0,4.99
Missileman Origins,2017,Ryan Silberman,461280.0,1.99
Train Simulator: DB BR 648 Loco Add-On,2016,Dovetail Games,376945.0,19.99
CyberLink AudioDirector 6,2016,CyberLink,435740.0,99.99
Boss Monster,2016,Plain Concepts Corp,362350.0,4.99
Steamroll - Original Soundtrack,2016,Anticto,465730.0,0.0
Train Simulator: Western Pacific GP20 High Nose Loco Add-On,2016,Reppo,222573.0,19.99
Hero Battle,2016,Wang Liwen,463000.0,0.99
Offworld Trading Company,2016,Mohawk Games,271240.0,19.99
Avalon Lords: Dawn Rises,2016,Animus Interactive Inc,329280.0,0.0
Blaster Simulator,2016,United Independent Entertainment GmbH,446450.0,4.99
Offworld Trading Company - Real Mars Map Pack DLC,2016,Mohawk Games,461130.0,2.99
Offworld Trading Company - Soundtrack DLC,2016,Mohawk Games,462280.0,9.99
FSX: Steam Edition - Northrop T-38A Talon Add-On,2016,Military Visualisations,433745.0,39.99
Ultimate Fight Manager 2016,2016,"Snowfall,Night Node Software",454560.0,14.99
Hero Siege - Zombie Hunter (Skin),2016,"Elias Viglione,Jussi Kukkonen",465600.0,4.99
Bunny Bash,2016,DarkArts Studios,340680.0,15.99
Airline Director 2 - Tycoon Game,2016,Joona Vartiainen,462830.0,4.99
FSX: Steam Edition - YF-23 Black Widow II Add-On,2016,Military Visualisations,433746.0,12.99
The Detail Episode 3 - Devil in The Detail,2016,Rival Games Ltd,436430.0,3.99
Back in 1995,2016,Throw the warped code out,433380.0,9.99
Pharaonic,2016,Milkstone Studios,386080.0,14.99
Vega Tank,2016,Vega Play,442860.0,4.99
N.E.R.O.: Nothing Ever Remains Obscure,2016,Storm in a Teacup,377480.0,14.99
Cubium Dreams,2016,Igrodelsky,448260.0,3.99
City Z - Soundtrack,2016,Little Cloud Games,465610.0,0.99
Mr Nibbles Forever,2016,Epic Shrimp,448050.0,0.99
Hare In The Hat: The Abyss,2016,RunServer,460890.0,0.99
Puzzle Galaxies,2016,Evermore Game Studios,463710.0,0.99
Zombillie,2016,Forever Entertainment S. A.,456810.0,4.99
Abrix the robot - bonus soundtrack DLC,2016,EJRGames,465340.0,0.99
ScriptVOX Studio,2016,Screaming Bee,441850.0,29.99
Life in Bunker Soundtrack,2016,Flox Studios Ltd.,436460.0,1.99
Immortal Empire - Starter Pack 1,2016,Tactic Studios Inc.,465830.0,14.99
Immortal Empire - Starter Pack 2,2016,Tactic Studios Inc.,465831.0,14.99
CitiesCorp Concept - Build Everything on Your Own,2016,SaintWorks,446010.0,19.99
OZMAFIA!!,2016,Poni-Pachet SY,303290.0,34.99
OH! GUIDE!,2016,RosePortal Games,464720.0,1.99
Crypt of the NecroDancer Extended Soundtrack 2,2016,Brace Yourself Games,467300.0,4.99
The Pit And The Pendulum,2016,"Paper Pirates,Sokolab",463050.0,3.99
Aselia the Eternal -The Spirit of Eternity Sword-,2011,Xuse,445420.0,14.99
Squad - Original Soundtrack Vol. 1 & 2,2016,Offworld Industries,453400.0,6.99
Melting Hearts: Our Love Will Grow 2,2016,John Wizard,459020.0,4.99
Aselia the Eternal Soundtrack,2016,Xuse,465320.0,7.99
Secret Of The Royal Throne,2016,Apar Games,464630.0,6.99
Experience,2016,Hipix Studio,463040.0,1.99
Event Horizon,2016,Pavel Zinchenko,465000.0,5.99
Atulos Online,2016,Parallaxian Pty Ltd,449470.0,0.0
Sector Six,2016,Aivaras Klimas,465020.0,9.99
Atulos Online - Premier Edition,2016,,463360.0,4.99
Hover Cubes: Arena,2016,Gametology,396700.0,14.99
Wicce,2016,Alpheratz*,465130.0,4.99
Insane Insects: The Inception,2016,Bad Cast games,443070.0,9.99
Supraball,2016,Supra Games,321400.0,0.0
Immortal Empire - Adventurer Pack,2016,Tactic Studios Inc.,465832.0,29.99
Pitfall Planet,2016,Bonfire Games,464900.0,9.99
Kathy Rain,2016,Clifftop Games,370910.0,14.99
Fleeting Ages,2016,R&amp;G Software,373880.0,1.99
The Grandfather,2016,"Mikeypoo's Games,David Szymanski",433750.0,0.99
Fragments of Him,2016,Sassybot,428540.0,9.99
Rocksmith® 2014 – Rise Against Song Pack II,2016,Ubisoft - San Francisco,436617.0,11.99
Rocksmith® 2014 – Rise Against - “Re-Education (Through Labor)”,2016,Ubisoft - San Francisco,436612.0,2.99
Rocksmith® 2014 – Rise Against - “Audience of One”,2016,Ubisoft - San Francisco,436614.0,2.99
Rocksmith® 2014 – Rise Against - “Help Is On The Way”,2016,Ubisoft - San Francisco,436613.0,2.99
Rocksmith® 2014 – Rise Against - “Paper Wings”,2016,Ubisoft - San Francisco,436616.0,2.99
Rocksmith® 2014 – Rise Against - “Ready to Fall”,2016,Ubisoft - San Francisco,436615.0,2.99
Jack Nicklaus Perfect Golf,2016,PERFECT PARALLEL,288140.0,34.99
LEGO® MARVEL's Avengers DLC -Classic Black Panther Pack,2016,"Traveller's Tales,TT Games,Feral Interactive (Mac)",449390.0,2.99
Share,2016,HFM Games,448020.0,4.99
Battleborn,2016,Gearbox Software,394230.0,0.0
Shadow Complex Remastered,2016,ChAIR Entertainment,385560.0,14.99
Influent DLC - हिन्दी [Learn Hindi],2016,Rob Howland,435519.0,4.99
Hazard Perception Test UK 2016/17 Bundle - Driving Test Success,2016,Imagitech,452950.0,19.99
Ultimate Avengers 2,2006,,467190.0,3.99
Parkitect,2016,Texel Raptor,453090.0,19.99
Ultimate Avengers,2006,,467180.0,3.99
Dr. Strange,2007,,467110.0,3.99
The Invincible Iron Man,2007,,467100.0,3.99
Hulk VS.,2009,,467160.0,3.99
Next Avengers: Heroes of Tomorrow,2008,,467200.0,3.99
Planet Hulk,2010,,467140.0,3.99
Thor: Tales of Asgard,2011,,467130.0,3.99
UTOPIA 9 - A Volatile Vacation,2016,Whalegun,405000.0,11.99
Planet R-12,2016,"Timushev Vladimir,Composer-Motorin Dmitry (Djinotan)",408110.0,4.99
Hyposphere,2016,Atum Software,461880.0,2.99
Fantasy Grounds - 5E: The Crypt of the Sun Lord,2016,"SmiteWorks USA, LLC",468520.0,6.99
Fantasy Grounds - 5E: Devil of Dark Wood,2016,"SmiteWorks USA, LLC",468610.0,6.99
Fantasy Grounds - 5E: Tarin's Crown,2016,"SmiteWorks USA, LLC",471310.0,5.99
Galaxy Cannon Rider,2016,Coolegion,461580.0,9.99
StarBreak,2016,Crunchy Games,420790.0,0.0
Legionwood 1: Tale of the Two Swords,2016,Dark Gaia Studios,461820.0,0.0
Rocksmith® 2014 – Of Monsters and Men - “Little Talks”,2016,Ubisoft - San Francisco,436619.0,2.99
Rocksmith® 2014 – Variety Song Pack I,2016,Ubisoft - San Francisco,436622.0,9.99
TransOcean 2: Rivals,2016,Deck13 Hamburg,350110.0,24.99
"LEGO® MARVEL's Avengers DLC - All-New, All-Different Doctor Strange Pack",2016,"Traveller's Tales,TT Games,Feral Interactive (Mac)",449391.0,2.99
March of the Living - Soundtrack,2016,"Benedict Nichols,Machine 22",470230.0,1.99
Assassins vs Pirates,2016,DEADBIT,425150.0,7.99
Rocksmith® 2014 – The Presidents of the United States of America - “Peaches”,2016,Ubisoft - San Francisco,436618.0,2.99
Rocksmith® 2014 – Nazareth - “Hair of the Dog”,2016,Ubisoft - San Francisco,436621.0,2.99
Rocksmith® 2014 – Arch Enemy - “Nemesis”,2016,Ubisoft - San Francisco,436620.0,2.99
Dungeon of Zolthan,2016,Robert Alvarez,463220.0,0.99
I and Me Original Soundtrack,2016,Wish Fang,471450.0,0.0
Chaos,2008,,452110.0,3.99
OddPlanet,2016,Indievision,465930.0,6.99
Parasite,2004,,464190.0,1.99
Super Mega Neo Pug,2016,"SnowFlame,Back To Basics Gaming",469730.0,0.99
Blues and Bullets - Episode 2,2015,A Crowd of Monsters,384380.0,4.99
SUPER IMPOSSIBLE ROAD,2016,WONDERFUL LASERS,444670.0,12.99
The Deed: Dynasty,2016,Pilgrim Adventures,460960.0,2.99
GOD's DEATH,2016,Marco Tancredi,466580.0,3.99
Natural Selection 2 - Shadow Fade,2016,Unknown Worlds Entertainment,471240.0,4.99
Impossible Geometry,2016,"Burnin Ape,Onivia Games",406670.0,1.99
Riff Racer - Race Your Music!,2016,FOAM Entertainment,351990.0,9.99
Train Simulator: Clear Creek Narrow Gauge Route Add-On,2016,Milepost Simulations,325976.0,39.99
VRC PRO Deluxe Off-road tracks 3,2016,Virtual Racing Industries Ltd.,453060.0,9.99
Neon Space,2016,Just1337 Studio,468490.0,0.99
Grimsfield,2016,Adam Wells,447000.0,3.99
Rocket Fist,2016,"Daniel Snd,Thiago Adamo,Bitten Toast Games Inc.",413500.0,4.99
WAKFU - Ogrest Anime Pack,2016,Ankama Studio,451110.0,19.99
FINAL FANTASY X/X-2 HD Remaster,2016,Square Enix,359870.0,29.99
New Yankee in Santa's Service,2016,Rionix,462580.0,4.99
Neon Drive,2016,Fraoula,433910.0,9.99
Princess Isabella: The Rise of an Heir,2016,"Gogii Games,World-Loom",466490.0,9.99
PAYDAY 2: Sydney Character Pack,2016,OVERKILL - a Starbreeze Studio.,468410.0,-10.0
Insincere,2016,Astronomic Games,467000.0,3.99
Mini's Magic World,2016,Magory.net,449420.0,6.99
XCOM 2: Alien Hunters,2016,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)",433090.0,9.99
Mini's Magic World - Soundtrack,2016,Magory.net,470770.0,2.99
Goliath - Original Soundtrack,2016,Whalebox Studio,433200.0,4.99
Goliath,2016,Whalebox Studio,363520.0,11.99
Summit Kragg Promo,2016,Dan Fornace,456600.0,1.99
After Dark Horrorfest 4: The Graves,2010,,450200.0,3.99
After Dark Original: Asylum,2015,,450260.0,3.99
After Dark Originals: Bedlam,2015,,450270.0,3.99
Madness Cubed,2016,nobodyshot,453270.0,2.99
After Dark Originals: Dark Circles,2013,,450280.0,3.99
After Dark Originals: Fertile Ground,2011,,450300.0,3.99
After Dark Originals: Sanatorium,2014,,450310.0,3.99
7 Assassins,2014,,446690.0,3.99
After Dark Original: Area 51,2011,,450230.0,3.99
After Dark Horrorfest 4: Dread,2010,,421320.0,3.99
Dragon Blade,2015,,452140.0,3.99
FIVE: Guardians of David Comics,2016,Kingdom Games,466380.0,0.0
Fire with Fire,2012,,452160.0,3.99
Extract,2010,,452150.0,3.99
Ghost Dog: The Way of the Samurai,2000,,452270.0,3.99
The Fog,2002,,452170.0,3.99
Gangs of New York,2003,,452260.0,3.99
The Graduate,1998,,452300.0,3.99
The Haunting in Connecticut,2009,,452350.0,3.99
Gutshot Straight,2014,,452330.0,3.99
Katt Williams: Pimpadelic,2009,,452370.0,3.99
Made,2001,,452380.0,3.99
Highlander: Endgame,2004,,452360.0,3.99
Spellweaver - Vampire Overlord Deck,2016,Dream Reactor,464330.0,4.99
The House in Fata Morgana,2016,Novectacle,303310.0,24.99
Spellweaver - Soldier Reverence Deck,2016,Dream Reactor,465230.0,4.99
The House in Fata Morgana Original Soundtrack,2013,Novectacle,458790.0,11.99
Sins Of The Demon RPG,2016,Chandler Rounsley,461640.0,1.99
Autumn,2014,Nuno Donato,473520.0,2.99
Gal-X-E,2016,NodziGames,473510.0,1.99
SMASHING THE BATTLE,2016,STUDIO HG,467930.0,11.99
Incident at Loch Ness,2004,,427400.0,7.49
Forge of Gods: Spring Rush Pack,2016,Panoramik Inc,462660.0,24.99
Race & Destroy,2016,AngryAngelGames,466210.0,1.99
The Official AppGameKit Tier 2 Starter's Guide,2016,"Digital Skills,The Game Creators",473430.0,14.99
Fantasy Grounds - Call of Cthulhu: Secrets of San Francisco,2016,"SmiteWorks USA, LLC",471250.0,13.99
Evo Explores,2016,Kyrylo Kuzyk,467210.0,3.99
The Center - ARK Expansion Map,2016,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",473850.0,0.0
Homefront®: The Revolution,2016,Dambuster Studios,223100.0,29.99
Salt and Sanctuary,2016,Ska Studios,283640.0,17.99
Overfall,2016,Pera Games,402310.0,14.99
Homefront®: The Revolution - Expansion Pass,2016,Dambuster Studios,445990.0,14.99
LEGO® MARVEL's Avengers DLC - Marvel’s Agents of S.H.I.E.L.D. Pack,2016,"Traveller's Tales,TT Games,Feral Interactive (Mac)",449392.0,2.99
AdVenture Capitalist - Savvy Investor Bundle,2016,Hyper Hippo Games,471650.0,9.99
Cosmic Dust & Rust,2016,16bit Nights,473560.0,0.99
Dirty Grandpa - Unrated,2016,,462470.0,13.99
TribeQuest: Red Killer,2016,IOZO GAMES,388830.0,0.99
SHOCK TROOPERS,2016,"SNK CORPORATION,DotEmu",366270.0,7.99
Romopolis,2009,Lonely Troops,471170.0,3.99
Duskers,2016,Misfits Attic,254320.0,19.99
htoL#NiQ: The Firefly Diary / htoL#NiQ-ホタルノニッキ-,2016,"Nippon Ichi Software, Inc.",368640.0,9.99
Shoppe Keep - Original Soundtrack,2016,Arvydas Žemaitis,473090.0,4.99
Sengoku Jidai – Genko MP skirmishes,2016,Byzantine Games,461935.0,1.99
Arkshot,2016,Code Avarice,468800.0,4.99
Canis Belli,2016,,440150.0,1.99
Retool OST,2016,Hut 90,463610.0,3.99
Wargame Red Dragon - Nation Pack: Netherlands,2016,Eugen Systems,443730.0,5.99
Retool,2016,Hut 90,463440.0,7.99
Bitardia Cards: Memes of 2ch,2016,varlamov5264,448310.0,0.0
Elite Dangerous: Commander Pack,2016,Frontier Developments,475180.0,11.99
GiAnt - A GiAnt Soundtrack,2016,Wreck Tangle Games,472630.0,2.99
One Troll Army: Costume Sets,2016,FlyAnvil,453620.0,1.99
Systematic Immunity,2016,Felix Wunderlich,395100.0,6.99
GROOVY,2016,SGS Team,372490.0,3.99
Systematic Immunity OST,2016,Felix Wunderlich,477830.0,0.99
The Grandfather - Short Film and Desktop Wallpapers,2016,"MPR ART Hallucinations,David Szymanski",466960.0,0.0
FSX: Steam Edition - Treasure Hunt Add-On,2016,Jane Rachel Whittaker,343961.0,16.99
A Princess' Tale,2016,Warfare Studios,461380.0,3.99
FireAlpaca SE,2016,PGN Inc,458750.0,39.99
